302 168
7 227
131 778
228 168
194 136
229 780
303 785
786 195
303 227
194 1
229 195
137 304
229 7
161 230
196 195
136 161
196 305
230 305
137 161
136 137
136 306
150 230
136 169
161 169
119 807
136 307
136 197
834 136
136 138
198 194
304 170
169 197
197 307
136 198
308 853
70 859
570 102
168 150
199 161
153 302
196 150
162 571
572 150
231 151
154 144
163 573
41 309
574 171
125 129
90 575
576 106
310 577
150 578
311 579
172 580
126 581
8 582
170 137
312 150
306 153
197 198
313 173
232 313
232 312
232 131
131 314
314 168
583 16
195 315
584 16
146 174
144 585
586 145
169 198
587 1
169 316
173 155
233 317
233 138
194 317
315 318
319 196
320 319
320 318
588 1
5 589
590 163
47 591
592 309
321 322
168 322
150 234
321 234
100 593
156 594
175 595
95 37
310 37
161 323
235 596
236 150
236 235
176 136
176 323
136 136
147 597
324 598
13 599
600 106
106 601
20 602
41 7
100 603
200 604
201 605
178 606
41 607
608 41
141 609
107 610
10 7
10 41
71 611
164 612
106 7
103 613
614 141
237 615
107 616
617 238
618 110
120 619
620 117
621 179
622 1
623 325
10 325
107 624
625 8
626 130
102 627
110 111
1 628
629 32
134 136
137 134
136 326
176 180
228 131
131 327
180 327
239 136
134 630
328 176
180 328
631 240
632 134
134 240
175 178
329 134
175 329
330 181
239 330
240 181
180 134
134 331
241 331
332 134
332 136
200 333
333 334
131 200
633 182
334 182
182 134
634 107
335 183
180 146
335 146
134 183
336 181
181 134
178 242
241 134
134 635
636 1
87 637
638 97
157 134
639 153
1 174
640 184
641 32
642 337
643 11
338 12
243 644
1 645
202 138
182 244
203 244
244 115
326 134
155 339
162 203
162 339
107 202
107 245
107 115
646 16
647 116
648 139
649 165
650 316
107 246
163 651
4 4
247 652
653 97
97 654
340 655
115 115
107 656
341 115
341 342
107 342
107 107
657 204
658 140
92 55
18 659
34 16
660 16
248 203
343 662
343 162
203 661
113 663
344 664
345 665
173 162
666 102
4 151
346 107
137 4
1 135
135 151
137 1
667 347
668 173
134 669
1 670
107 671
144 348
338 672
349 673
134 134
347 16
147 350
137 674
147 202
350 675
676 16
134 202
185 183
248 162
155 248
158 185
137 140
140 166
677 185
185 166
351 153
249 155
142 182
351 142
153 249
183 142
205 140
352 158
205 158
140 140
158 158
158 140
101 678
16 679
139 680
681 127
682 34
683 167
353 684
685 245
686 172
249 687
688 354
352 140
1 140
250 154
242 336
689 242
2 1
148 152
690 139
1 145
4 1
3 4
119 691
251 141
145 206
692 135
355 693
157 694
5 157
134 1
1 356
207 1
239 357
16 695
37 696
7 95
